30 60
243,243,243 241,241,241 255,255,255 255,255,255 255,255,255 239,239,239 188,188,188 228,228,228 194,194,194 206,206,206 183,183,183 199,199,199 183,183,183 255,255,255 246,246,246 255,255,255 238,238,238 255,255,255 255,255,255 255,255,255 252,252,252 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 244,244,244 255,255,255 180,180,180 248,248,248 228,228,228 255,255,255 204,204,204 251,251,251 251,251,251 255,255,255 244,244,244 241,241,241 255,255,255 255,255,255 251,251,251 234,234,234 255,255,255 255,255,255 201,201,201 245,245,245 255,255,255 179,179,179 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 194,194,194 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 242,242,242 255,255,255 244,244,244 8,8,8 0,0,0 232,232,232 249,249,249 255,255,255 245,245,245 0,0,0 2,2,2 255,255,255 249,249,249 0,0,0 3,3,3 8,8,8 0,0,0 0,0,0 247,247,247 255,255,255 240,240,240 248,248,248 241,241,241 0,0,0 3,3,3 22,22,22 0,0,0 195,195,195 255,255,255 255,255,255 221,221,221 181,181,181 222,222,222 0,0,0 0,0,0 202,202,202 175,175,175 192,192,192 160,160,160 0,0,0 17,17,17 183,183,183 192,192,192 182,182,182 253,253,253 255,255,255 203,203,203 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 191,191,191 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 243,243,243 243,243,243 255,255,255 251,251,251 0,0,0 0,0,0 13,13,13 237,237,237 246,246,246 255,255,255 9,9,9 6,6,6 249,249,249 3,3,3 5,5,5 251,251,251 255,255,255 246,246,246 4,4,4 0,0,0 255,255,255 252,252,252 255,255,255 2,2,2 7,7,7 255,255,255 250,250,250 0,0,0 5,5,5 255,255,255 234,234,234 255,255,255 253,253,253 0,0,0 0,0,0 5,5,5 0,0,0 250,250,250 255,255,255 255,255,255 0,0,0 5,5,5 248,248,248 255,255,255 250,250,250 255,255,255 232,232,232 182,182,182 237,237,237 248,248,248 255,255,255 255,255,255 255,255,255 192,192,192 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 254,254,254 255,255,255 254,254,254 255,255,255 2,2,2 6,6,6 0,0,0 10,10,10 255,255,255 252,252,252 0,0,0 0,0,0 248,248,248 255,255,255 250,250,250 248,248,248 235,235,235 250,250,250 255,255,255 0,0,0 0,0,0 251,251,251 0,0,0 1,1,1 250,250,250 249,249,249 237,237,237 251,251,251 2,2,2 0,0,0 255,255,255 244,244,244 0,0,0 5,5,5 251,251,251 255,255,255 6,6,6 0,0,0 250,250,250 242,242,242 0,0,0 0,0,0 245,245,245 255,255,255 245,245,245 196,196,196 193,193,193 196,196,196 209,209,209 185,185,185 180,180,180 184,184,184 210,210,210 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 253,253,253 255,255,255 253,253,253 227,227,227 5,5,5 0,0,0 0,0,0 0,0,0 231,231,231 252,252,252 14,14,14 0,0,0 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 0,0,0 0,0,0 208,208,208 215,215,215 195,195,195 0,0,0 12,12,12 189,189,189 199,199,199 4,4,4 0,0,0 222,222,222 178,178,178 1,1,1 0,0,0 191,191,191 202,202,202 194,194,194 188,188,188 5,5,5 0,0,0 199,199,199 0,0,0 2,2,2 248,248,248 255,255,255 253,253,253 192,192,192 249,249,249 243,243,243 255,255,255 247,247,247 255,255,255 255,255,255 247,247,247 186,186,186 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 247,247,247 254,254,254 255,255,255 0,0,0 1,1,1 255,255,255 2,2,2 10,10,10 255,255,255 1,1,1 0,0,0 255,255,255 247,247,247 243,243,243 250,250,250 2,2,2 0,0,0 7,7,7 255,255,255 195,195,195 239,239,239 255,255,255 255,255,255 0,0,0 0,0,0 0,0,0 1,1,1 255,255,255 249,249,249 254,254,254 6,6,6 0,0,0 255,255,255 255,255,255 247,247,247 253,253,253 1,1,1 0,0,0 246,246,246 16,16,16 0,0,0 247,247,247 255,255,255 249,249,249 188,188,188 255,255,255 255,255,255 255,255,255 239,239,239 255,255,255 251,251,251 248,248,248 197,197,197 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
199,199,199 186,186,186 181,181,181 198,198,198 194,194,194 0,0,0 7,7,7 251,251,251 0,0,0 3,3,3 187,187,187 13,13,13 0,0,0 240,240,240 255,255,255 253,253,253 255,255,255 241,241,241 254,254,254 0,0,0 7,7,7 213,213,213 236,236,236 251,251,251 0,0,0 0,0,0 255,255,255 251,251,251 11,11,11 0,0,0 255,255,255 255,255,255 5,5,5 0,0,0 252,252,252 255,255,255 254,254,254 249,249,249 0,0,0 2,2,2 255,255,255 0,0,0 0,0,0 255,255,255 255,255,255 245,245,245 193,193,193 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 254,254,254 253,253,253 255,255,255 251,251,251 0,0,0 0,0,0 255,255,255 200,200,200 0,0,0 0,0,0 0,0,0 0,0,0 255,255,255 244,244,244 252,252,252 253,253,253 255,255,255 245,245,245 255,255,255 0,0,0 0,0,0 255,255,255 16,16,16 8,8,8 255,255,255 237,237,237 253,253,253 255,255,255 0,0,0 7,7,7 242,242,242 0,0,0 0,0,0 255,255,255 242,242,242 243,243,243 255,255,255 14,14,14 0,0,0 247,247,247 2,2,2 21,21,21 237,237,237 255,255,255 247,247,247 209,209,209 239,239,239 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
239,239,239 255,255,255 254,254,254 224,224,224 255,255,255 20,20,20 0,0,0 241,241,241 182,182,182 255,255,255 0,0,0 0,0,0 17,17,17 245,245,245 228,228,228 249,249,249 248,248,248 255,255,255 234,234,234 255,255,255 0,0,0 0,0,0 253,253,253 0,0,0 5,5,5 239,239,239 255,255,255 255,255,255 234,234,234 21,21,21 6,6,6 255,255,255 255,255,255 0,0,0 8,8,8 253,253,253 254,254,254 0,0,0 9,9,9 239,239,239 254,254,254 0,0,0 0,0,0 255,255,255 252,252,252 255,255,255 194,194,194 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 239,239,239 255,255,255 244,244,244 252,252,252 0,0,0 0,0,0 255,255,255 199,199,199 179,179,179 9,9,9 10,10,10 0,0,0 243,243,243 15,15,15 7,7,7 246,246,246 247,247,247 255,255,255 0,0,0 0,0,0 201,201,201 255,255,255 254,254,254 2,2,2 5,5,5 255,255,255 242,242,242 6,6,6 0,0,0 255,255,255 243,243,243 255,255,255 181,181,181 4,4,4 0,0,0 10,10,10 2,2,2 247,247,247 255,255,255 255,255,255 6,6,6 7,7,7 255,255,255 255,255,255 255,255,255 184,184,184 251,251,251 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 178,178,178 213,213,213 189,189,189 183,183,183 0,0,0 7,7,7 173,173,173 191,191,191 209,209,209 172,172,172 5,5,5 0,0,0 184,184,184 192,192,192 0,0,0 4,4,4 0,0,0 0,0,0 7,7,7 195,195,195 182,182,182 240,240,240 247,247,247 237,237,237 21,21,21 0,0,0 0,0,0 4,4,4 255,255,255 255,255,255 255,255,255 255,255,255 177,177,177 255,255,255 0,0,0 4,4,4 255,255,255 243,243,243 255,255,255 239,239,239 14,14,14 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 18,18,18 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 186,186,186 248,248,248 230,230,230 255,255,255 248,248,248 255,255,255 255,255,255 252,252,252 246,246,246 198,198,198 255,255,255 195,195,195 254,254,254 255,255,255 249,249,249 255,255,255 211,211,211 247,247,247 245,245,245 255,255,255 202,202,202 253,253,253 255,255,255 255,255,255 243,243,243 255,255,255 254,254,254 255,255,255 240,240,240 252,252,252 251,251,251 246,246,246 208,208,208 242,242,242 251,251,251 255,255,255 244,244,244 255,255,255 253,253,253 255,255,255 162,162,162 201,201,201 185,185,185 191,191,191 209,209,209 200,200,200 233,233,233 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 179,179,179 255,255,255 255,255,255 255,255,255 237,237,237 253,253,253 254,254,254 255,255,255 242,242,242 190,190,190 255,255,255 179,179,179 255,255,255 255,255,255 236,236,236 249,249,249 185,185,185 243,243,243 255,255,255 237,237,237 193,193,193 189,189,189 186,186,186 192,192,192 167,167,167 201,201,201 190,190,190 204,204,204 201,201,201 192,192,192 193,193,193 201,201,201 187,187,187 252,252,252 247,247,247 255,255,255 255,255,255 245,245,245 248,248,248 253,253,253 201,201,201 241,241,241 255,255,255 234,234,234 246,246,246 186,186,186 255,255,255 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 177,177,177 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 240,240,240 255,255,255 254,254,254 195,195,195 253,253,253 199,199,199 236,236,236 245,245,245 255,255,255 255,255,255 190,190,190 255,255,255 254,254,254 255,255,255 251,251,251 247,247,247 255,255,255 249,249,249 214,214,214 245,245,245 255,255,255 242,242,242 244,244,244 255,255,255 255,255,255 251,251,251 255,255,255 253,253,253 248,248,248 244,244,244 251,251,251 255,255,255 253,253,253 246,246,246 197,197,197 252,252,252 250,250,250 255,255,255 253,253,253 188,188,188 252,252,252 254,254,254 255,255,255 251,251,251 255,255,255 250,250,250 255,255,255 193,193,193 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
